subj cond chan win        value        gmin        tgmin   gmax        tgmax  
co19 103  C3   +600..+748  1.7038e+00  2.5036e-01   0.724  3.3630e+00   0.620
co19 103  CZ   +600..+748  3.1929e+00  7.7497e-01   0.724  5.3473e+00   0.644
co19 103  C4   +600..+748  8.9981e-01 -1.5749e+00   0.724  3.2146e+00   0.620
co19 103  CP5  +600..+748  1.0455e+00 -4.4593e-01   0.724  3.1887e+00   0.620
co19 103  CPZ  +600..+748  4.2209e+00  2.0717e+00   0.724  6.1169e+00   0.660
co19 103  CP6  +600..+748  7.8320e-01 -1.5918e+00   0.724  3.2216e+00   0.616
co19 103  P7   +600..+748  2.2484e+00 -1.5182e+00   0.708  7.9629e+00   0.620
co19 103  P3   +600..+748  3.0488e+00  8.6580e-01   0.724  5.7454e+00   0.620
co19 103  PZ   +600..+748  2.5403e+00 -1.1334e-01   0.724  4.5967e+00   0.620
co19 103  P4   +600..+748  1.0096e+00 -1.6128e+00   0.724  2.8166e+00   0.620
co19 103  P8   +600..+748  1.4510e+00 -1.0132e+00   0.724  2.8863e+00   0.616
co19 103  PO3  +600..+748  1.2238e+00 -1.0679e+00   0.720  4.1638e+00   0.620
co19 103  POZ  +600..+748  2.2372e+00 -5.8847e-01   0.720  4.7945e+00   0.620
co19 103  PO4  +600..+748  3.8729e+00  1.4244e+00   0.720  5.4935e+00   0.656
co19 103  OZ   +600..+748 -4.8527e-01 -3.8016e+00   0.720  2.5456e+00   0.620
co19 104  F7   +600..+748 -1.4598e+00 -5.3314e+00   0.684  1.2826e+00   0.628
co19 104  F3   +600..+748 -3.2914e+00 -5.4010e+00   0.744 -1.4882e+00   0.608
co19 104  FZ   +600..+748 -1.0041e+00 -2.9751e+00   0.684  1.3901e+00   0.608
co19 104  F4   +600..+748 -3.6032e+00 -6.6253e+00   0.684 -1.4651e+00   0.624
co19 104  F8   +600..+748  1.0141e+00 -2.2869e+00   0.684  3.6415e+00   0.624
co19 104  FC5  +600..+748 -2.3923e+00 -4.3505e+00   0.744  3.7230e-01   0.608
co19 104  FCZ  +600..+748 -2.1006e+00 -4.5297e+00   0.744  1.2091e+00   0.608
co19 104  FC6  +600..+748 -3.5982e+00 -7.4476e+00   0.684 -8.0839e-01   0.648
co19 104  C3   +600..+748 -6.5415e-02 -2.4277e+00   0.744  1.5988e+00   0.704
co19 104  CZ   +600..+748 -1.4103e+00 -4.3439e+00   0.744  1.5022e+00   0.604
co19 104  C4   +600..+748 -1.7913e+00 -4.9242e+00   0.680  8.0627e-01   0.648
co19 104  CP5  +600..+748  6.2774e-01 -1.5942e+00   0.744  3.6208e+00   0.604
co19 104  CPZ  +600..+748  5.5639e-01 -6.4156e-01   0.684  2.3688e+00   0.648
co19 104  CP6  +600..+748 -8.9288e-01 -3.8464e+00   0.680  1.0763e+00   0.608
co19 104  P7   +600..+748  2.0380e+00 -5.5148e-01   0.620  7.3415e+00   0.604
co19 104  P3   +600..+748  1.4980e+00 -8.1814e-01   0.744  4.1129e+00   0.604
co19 104  PZ   +600..+748  9.7255e-01 -4.7061e-01   0.728  2.4620e+00   0.700
co19 104  P4   +600..+748 -7.9919e-01 -2.5535e+00   0.684  9.5765e-01   0.648
co19 104  P8   +600..+748  1.2942e+00 -1.0702e+00   0.680  3.3602e+00   0.632
co19 104  PO3  +600..+748  2.2824e+00 -1.3333e-01   0.744  3.3020e+00   0.648
co19 104  POZ  +600..+748  1.4788e+00 -1.1756e-01   0.728  2.6341e+00   0.632
co19 104  PO4  +600..+748  3.7408e+00  2.5926e+00   0.684  4.9215e+00   0.648
co19 104  OZ   +600..+748  1.3344e+00 -3.1325e-01   0.728  3.0842e+00   0.672
