subj cond chan win        value        gmin        tgmin   gmax        tgmax  
co07 101  P8   +600..+748  7.8666e-01 -6.1253e+00   0.744  5.8791e+00   0.612
co07 101  PO3  +600..+748 -1.0067e+00 -8.4670e+00   0.740  5.4358e+00   0.616
co07 101  POZ  +600..+748 -5.5155e-01 -7.8730e+00   0.744  6.5423e+00   0.616
co07 101  PO4  +600..+748 -1.9281e+00 -9.6097e+00   0.744  5.3182e+00   0.616
co07 101  OZ   +600..+748  1.6684e+00 -6.5240e+00   0.744  8.9970e+00   0.616
co07 102  F7   +600..+748 -7.0588e+00 -1.1445e+01   0.624 -1.4023e+00   0.744
co07 102  F3   +600..+748 -4.0213e+00 -8.4169e+00   0.628 -6.5643e-01   0.744
co07 102  FZ   +600..+748  1.6639e-01 -5.3877e+00   0.628  3.8131e+00   0.728
co07 102  F4   +600..+748 -2.4997e+00 -8.3259e+00   0.612  2.3737e+00   0.672
co07 102  F8   +600..+748 -5.2636e-01 -1.1076e+01   0.624  6.3306e+00   0.696
co07 102  FC5  +600..+748 -3.7407e+00 -9.7710e+00   0.608  1.3059e+00   0.708
co07 102  FCZ  +600..+748  6.5134e-01 -2.7386e+00   0.612  3.2110e+00   0.648
co07 102  FC6  +600..+748 -4.0132e-01 -7.0361e+00   0.620  7.9062e+00   0.672
co07 102  C3   +600..+748 -1.7522e+00 -4.7184e+00   0.608  2.3593e+00   0.640
co07 102  CZ   +600..+748  8.9304e-01 -2.3050e+00   0.700  4.7242e+00   0.640
co07 102  C4   +600..+748  2.0458e+00 -1.9302e+00   0.700  7.2154e+00   0.640
co07 102  CP5  +600..+748 -8.5479e-01 -4.7355e+00   0.704  3.6623e+00   0.736
co07 102  CPZ  +600..+748  2.2703e+00 -1.4496e+00   0.708  6.8864e+00   0.636
co07 102  CP6  +600..+748 -1.0755e+00 -5.0532e+00   0.720  4.6385e+00   0.640
co07 102  P7   +600..+748  2.4314e+00 -2.5921e+00   0.716  7.0476e+00   0.636
co07 102  P3   +600..+748  1.1558e+00 -3.0645e+00   0.716  7.5699e+00   0.636
co07 102  PZ   +600..+748  9.8843e-01 -3.3741e+00   0.720  6.6461e+00   0.636
co07 102  P4   +600..+748 -2.7692e-01 -5.0907e+00   0.720  5.9470e+00   0.636
co07 102  P8   +600..+748  2.0634e+00 -2.2184e+00   0.608  7.2783e+00   0.636
co07 102  PO3  +600..+748  2.9622e+00 -3.1063e+00   0.716  9.7552e+00   0.636
co07 102  POZ  +600..+748  2.9779e+00 -2.7898e+00   0.720  9.2721e+00   0.636
co07 102  PO4  +600..+748 -4.2588e-01 -6.2878e+00   0.724  5.7155e+00   0.636
co07 102  OZ   +600..+748  4.9885e+00 -1.1066e+00   0.716  1.1072e+01   0.636
co07 103  F7   +600..+748  9.3727e-01 -3.7169e+00   0.624  6.2316e+00   0.696
co07 103  F3   +600..+748  3.1322e+00 -6.3925e-01   0.620  1.0746e+01   0.700
co07 103  FZ   +600..+748  4.7986e+00 -1.2816e+00   0.744  1.3050e+01   0.696
co07 103  F4   +600..+748 -2.2953e+00 -7.8101e+00   0.744  5.6172e+00   0.700
co07 103  F8   +600..+748 -2.8043e+00 -1.4028e+01   0.640  6.5978e+00   0.688
co07 103  FC5  +600..+748  5.3603e-01 -3.9938e+00   0.632  1.1274e+01   0.700
co07 103  FCZ  +600..+748  3.2300e+00 -2.8817e+00   0.744  1.0305e+01   0.696
co07 103  FC6  +600..+748 -4.2140e+00 -1.0295e+01   0.628  2.1833e+00   0.692
co07 103  C3   +600..+748 -7.7262e-01 -4.8885e+00   0.744  4.3610e+00   0.700
co07 103  CZ   +600..+748  9.3786e-01 -4.3333e+00   0.744  5.5502e+00   0.696
co07 103  C4   +600..+748  2.4474e-01 -3.8800e+00   0.648  5.0803e+00   0.700
co07 103  CP5  +600..+748 -7.8195e-01 -5.4950e+00   0.744  3.8878e+00   0.716
co07 103  CPZ  +600..+748  6.3343e-01 -2.7828e+00   0.744  4.3340e+00   0.620
co07 103  CP6  +600..+748 -1.9861e+00 -5.2757e+00   0.664  1.5877e+00   0.632
co07 103  P7   +600..+748  3.7613e-01 -2.1428e+00   0.664  3.5174e+00   0.700
co07 103  P3   +600..+748  5.5262e-01 -3.9888e+00   0.744  3.1309e+00   0.700
co07 103  PZ   +600..+748 -3.8449e-01 -3.7796e+00   0.744  4.7353e+00   0.620
co07 103  P4   +600..+748  2.9970e-01 -2.6646e+00   0.708  5.9543e+00   0.620
co07 103  P8   +600..+748 -1.0620e-01 -2.9672e+00   0.708  2.7321e+00   0.620
co07 103  PO3  +600..+748  1.8810e-01 -4.8813e+00   0.744  3.5197e+00   0.620
co07 103  POZ  +600..+748  1.3383e+00 -2.5961e+00   0.708  6.4779e+00   0.620
co07 103  PO4  +600..+748 -1.1958e+00 -5.2381e+00   0.708  5.2793e+00   0.620
co07 103  OZ   +600..+748  4.1621e-01 -4.7432e+00   0.744  5.9336e+00   0.620
co07 104  F7   +600..+748 -4.5387e+00 -8.6339e+00   0.648  6.8634e-01   0.736
co07 104  F3   +600..+748  1.0177e+00 -7.9047e+00   0.648  8.5077e+00   0.740
co07 104  FZ   +600..+748  2.9159e+00 -4.4717e+00   0.648  1.1919e+01   0.740
co07 104  F4   +600..+748 -2.5561e+00 -9.8041e+00   0.648  5.7500e+00   0.740
co07 104  F8   +600..+748 -3.5329e+00 -1.1566e+01   0.656  4.9757e+00   0.736
co07 104  FC5  +600..+748 -1.6591e+00 -8.5831e+00   0.648  7.3919e+00   0.616
co07 104  FCZ  +600..+748  1.8534e+00 -5.9601e+00   0.652  1.0551e+01   0.740
co07 104  FC6  +600..+748 -2.3614e+00 -1.0604e+01   0.648  6.7543e+00   0.744
co07 104  C3   +600..+748 -1.7662e+00 -9.2503e+00   0.648  4.9887e+00   0.616
co07 104  CZ   +600..+748 -2.7719e-01 -8.7535e+00   0.648  7.2269e+00   0.740
co07 104  C4   +600..+748 -1.0996e+00 -9.1812e+00   0.652  7.1266e+00   0.740
co07 104  CP5  +600..+748 -1.6037e+00 -8.6766e+00   0.648  5.8074e+00   0.616
co07 104  CPZ  +600..+748  1.4275e-01 -8.5432e+00   0.648  7.0301e+00   0.740
co07 104  CP6  +600..+748 -5.9169e+00 -1.2061e+01   0.656  3.1630e+00   0.740
co07 104  P7   +600..+748  8.3445e-01 -3.1136e+00   0.660  7.0348e+00   0.616
co07 104  P3   +600..+748  5.4403e-01 -5.5560e+00   0.656  5.7837e+00   0.616
co07 104  PZ   +600..+748 -2.9267e-01 -7.1719e+00   0.648  6.0686e+00   0.740
co07 104  P4   +600..+748 -1.8798e+00 -9.3639e+00   0.648  5.5299e+00   0.740
co07 104  P8   +600..+748 -1.0446e+00 -5.7558e+00   0.656  6.1064e+00   0.740
co07 104  PO3  +600..+748  9.8498e-01 -3.7441e+00   0.656  5.5542e+00   0.616
co07 104  POZ  +600..+748  1.7780e+00 -3.6425e+00   0.652  6.5528e+00   0.740
co07 104  PO4  +600..+748 -1.2525e+00 -7.7712e+00   0.648  4.8229e+00   0.740
co07 104  OZ   +600..+748  2.3889e+00 -1.3535e+00   0.652  6.4372e+00   0.616
co08 101  F7   +600..+748 -1.1619e+00 -3.0728e+00   0.672  8.9264e-01   0.628
co08 101  F3   +600..+748 -5.5420e+00 -7.2545e+00   0.732 -3.0511e+00   0.624
co08 101  FZ   +600..+748  7.9121e-01 -6.7595e-01   0.676  3.1150e+00   0.624
co08 101  F4   +600..+748 -1.1475e+00 -3.2822e+00   0.672  1.8907e+00   0.616
co08 101  F8   +600..+748  4.8440e-01 -2.7714e+00   0.676  3.8321e+00   0.616
co08 101  FC5  +600..+748 -3.1576e+00 -4.8009e+00   0.660 -1.1823e+00   0.628
co08 101  FCZ  +600..+748  4.2444e-01 -1.4237e+00   0.672  2.6238e+00   0.704
co08 101  FC6  +600..+748  2.9083e+00 -2.8200e-01   0.676  6.6139e+00   0.720
co08 101  C3   +600..+748 -8.6006e-01 -3.2507e+00   0.728  7.8826e-01   0.656
co08 101  CZ   +600..+748 -1.3228e+00 -3.0788e+00   0.676  9.1402e-01   0.704
co08 101  C4   +600..+748 -2.1389e+00 -5.6778e+00   0.668  1.7819e+00   0.716
co08 101  CP5  +600..+748 -1.5176e+00 -4.1692e+00   0.728  1.0522e+00   0.652
co08 101  CPZ  +600..+748  1.8654e-01 -1.5113e+00   0.668  2.1112e+00   0.704
co08 101  CP6  +600..+748 -1.2590e+00 -4.2167e+00   0.668  2.1006e+00   0.716
co08 101  P7   +600..+748 -7.7912e-02 -2.8925e+00   0.728  3.3597e+00   0.656
co08 101  P3   +600..+748 -1.7132e+00 -4.5607e+00   0.728  1.6348e+00   0.656
co08 101  PZ   +600..+748 -1.8163e+00 -4.5969e+00   0.664  4.0562e-01   0.628
co08 101  P4   +600..+748 -2.7951e+00 -6.8775e+00   0.664  4.1613e-01   0.632
co08 101  P8   +600..+748  3.0671e-01 -2.4853e+00   0.664  3.9919e+00   0.704
co08 101  PO3  +600..+748 -9.3336e-01 -6.5172e+00   0.740  3.8518e+00   0.656
co08 101  POZ  +600..+748  9.9336e-02 -4.8334e+00   0.740  4.1513e+00   0.628
co08 101  PO4  +600..+748 -2.6748e+00 -8.4328e+00   0.744  2.1068e+00   0.632
co08 101  OZ   +600..+748  1.7293e+00 -7.3908e+00   0.740  8.2039e+00   0.656
co08 102  F7   +600..+748 -1.9965e+00 -3.8084e+00   0.672 -9.5152e-01   0.612
co08 102  F3   +600..+748 -5.5015e+00 -6.8825e+00   0.736 -3.4976e+00   0.632
co08 102  FZ   +600..+748  1.9178e-01 -1.5044e+00   0.668  2.7660e+00   0.628
co08 102  F4   +600..+748  1.5703e+00 -7.3265e-01   0.736  4.6633e+00   0.628
co08 102  F8   +600..+748  4.4643e+00  2.7704e+00   0.672  6.3487e+00   0.700
co08 102  FC5  +600..+748 -3.4648e+00 -4.9699e+00   0.736 -1.6396e+00   0.632
co08 102  FCZ  +600..+748 -6.7416e-01 -2.6430e+00   0.664  3.2936e+00   0.628
co08 102  FC6  +600..+748  5.2706e+00  2.8766e+00   0.740  9.4864e+00   0.628
co08 102  C3   +600..+748 -6.8101e-01 -4.0357e+00   0.712  2.0861e+00   0.632
co08 102  CZ   +600..+748 -2.3066e+00 -4.4414e+00   0.672  2.4714e+00   0.632
co08 102  C4   +600..+748 -8.0256e-01 -4.2803e+00   0.672  3.6569e+00   0.628
co08 102  CP5  +600..+748 -1.7345e+00 -4.6604e+00   0.728  1.1816e+00   0.636
co08 102  CPZ  +600..+748 -7.9796e-01 -3.2424e+00   0.736  4.1479e+00   0.632
co08 102  CP6  +600..+748  1.7960e+00 -1.9836e+00   0.668  4.5021e+00   0.632
co08 102  P7   +600..+748 -1.1009e+00 -4.5791e+00   0.724  2.0813e+00   0.680
co08 102  P3   +600..+748 -2.4438e+00 -8.2981e+00   0.744  1.2461e+00   0.680
co08 102  PZ   +600..+748 -1.4461e+00 -4.6490e+00   0.736  3.6333e+00   0.632
co08 102  P4   +600..+748 -2.9466e-01 -4.4781e+00   0.664  4.2165e+00   0.628
co08 102  P8   +600..+748  3.2628e+00 -4.9377e-02   0.668  6.3290e+00   0.700
co08 102  PO3  +600..+748 -4.9042e+00 -1.3672e+01   0.744 -2.8412e-01   0.612
co08 102  POZ  +600..+748 -1.5114e+00 -9.6337e+00   0.744  3.6531e+00   0.632
co08 102  PO4  +600..+748 -2.9162e+00 -9.8365e+00   0.744  1.7924e+00   0.628
co08 102  OZ   +600..+748  1.0900e+00 -7.4253e+00   0.744  8.7900e+00   0.652
co08 103  F7   +600..+748 -2.7286e+00 -5.5294e+00   0.612 -9.2720e-01   0.656
co08 103  F3   +600..+748 -5.4562e+00 -9.9884e+00   0.612 -1.9243e+00   0.660
co08 103  FZ   +600..+748  3.0287e+00 -3.4430e+00   0.612  7.0467e+00   0.664
co08 103  F4   +600..+748  1.7265e+00 -3.0865e+00   0.612  5.0836e+00   0.732
co08 103  F8   +600..+748  3.3001e+00  4.4026e-01   0.612  6.2890e+00   0.732
co08 103  FC5  +600..+748 -3.0068e+00 -5.8581e+00   0.612 -7.9816e-01   0.648
co08 103  FCZ  +600..+748  3.1487e+00 -3.0045e+00   0.612  8.1739e+00   0.664
co08 103  FC6  +600..+748  4.2038e+00  7.1964e-02   0.612  9.0024e+00   0.732
co08 103  C3   +600..+748  1.0586e+00 -1.2739e+00   0.612  3.3301e+00   0.648
co08 103  CZ   +600..+748  2.6020e+00 -2.7389e+00   0.612  6.5615e+00   0.664
co08 103  C4   +600..+748  1.9737e+00 -2.1273e+00   0.612  5.7282e+00   0.732
co08 103  CP5  +600..+748 -4.9178e-01 -2.3533e+00   0.672  1.8280e+00   0.636
co08 103  CPZ  +600..+748  3.2447e+00 -1.2122e+00   0.612  6.4799e+00   0.664
co08 103  CP6  +600..+748  2.4299e+00 -3.3909e-01   0.604  6.4845e+00   0.728
co08 103  P7   +600..+748  1.7488e+00 -7.3465e-01   0.668  4.0045e+00   0.636
co08 103  P3   +600..+748  4.5288e-01 -2.1786e+00   0.744  3.7782e+00   0.636
co08 103  PZ   +600..+748  1.8949e+00 -1.8703e+00   0.604  5.3580e+00   0.676
co08 103  P4   +600..+748  1.9234e+00 -9.9481e-01   0.604  4.6310e+00   0.676
co08 103  P8   +600..+748  5.9101e+00  3.4581e+00   0.604  9.5664e+00   0.636
co08 103  PO3  +600..+748 -4.4192e-01 -5.0866e+00   0.744  2.9590e+00   0.648
co08 103  POZ  +600..+748  2.4424e+00 -2.2494e+00   0.744  6.6094e+00   0.676
co08 103  PO4  +600..+748  1.8020e+00 -3.9158e+00   0.744  5.3108e+00   0.676
co08 103  OZ   +600..+748  4.3796e+00 -3.3574e+00   0.744  9.2660e+00   0.652
co08 104  F7   +600..+748 -1.2315e+00 -2.3841e+00   0.620  2.1150e-02   0.644
co08 104  F3   +600..+748 -5.3155e+00 -7.3860e+00   0.736 -3.5011e+00   0.660
co08 104  FZ   +600..+748  1.4863e+00 -1.0038e+00   0.612  3.3614e+00   0.660
co08 104  F4   +600..+748  1.3231e+00 -1.4664e+00   0.624  2.8763e+00   0.672
co08 104  F8   +600..+748  3.5733e+00  1.3773e+00   0.620  5.4871e+00   0.720
co08 104  FC5  +600..+748 -3.0250e+00 -4.1414e+00   0.704 -1.4358e+00   0.640
co08 104  FCZ  +600..+748  1.5072e+00 -5.1284e-01   0.736  3.6172e+00   0.656
co08 104  FC6  +600..+748  6.0346e+00  3.2492e+00   0.612  8.5830e+00   0.696
co08 104  C3   +600..+748 -8.7609e-01 -3.6617e+00   0.704  1.9540e+00   0.640
co08 104  CZ   +600..+748 -2.5688e-01 -1.8560e+00   0.736  1.9798e+00   0.656
co08 104  C4   +600..+748  5.3292e-02 -2.5949e+00   0.720  3.0924e+00   0.660
co08 104  CP5  +600..+748 -1.9456e+00 -4.8078e+00   0.688  1.5232e+00   0.636
co08 104  CPZ  +600..+748  3.2029e-01 -1.5470e+00   0.708  2.4871e+00   0.660
co08 104  CP6  +600..+748  1.7641e+00 -8.3764e-01   0.708  6.6215e+00   0.664
co08 104  P7   +600..+748  5.4864e-01 -2.6399e+00   0.704  3.9587e+00   0.724
co08 104  P3   +600..+748 -2.0395e+00 -4.9425e+00   0.704  4.3583e-02   0.632
co08 104  PZ   +600..+748  5.3819e-01 -1.0243e+00   0.736  3.2998e+00   0.696
co08 104  P4   +600..+748 -3.8945e-01 -4.2282e+00   0.732  4.0952e+00   0.664
co08 104  P8   +600..+748  3.8429e+00  9.0519e-01   0.628  8.3561e+00   0.664
co08 104  PO3  +600..+748 -3.4720e+00 -9.3428e+00   0.736  4.1735e-01   0.620
co08 104  POZ  +600..+748 -9.3655e-01 -6.6210e+00   0.736  3.0125e+00   0.660
co08 104  PO4  +600..+748 -1.1505e+00 -6.4922e+00   0.736  3.8830e+00   0.664
co08 104  OZ   +600..+748  3.1950e+00 -5.6597e+00   0.736  1.0718e+01   0.660
co09 101  F7   +600..+748 -6.3693e+00 -9.0781e+00   0.628 -3.6081e+00   0.744
co09 101  F3   +600..+748 -6.9219e+00 -9.6533e+00   0.648 -3.3101e+00   0.744
co09 101  FZ   +600..+748 -6.8876e+00 -1.0083e+01   0.628 -2.6109e+00   0.744
co09 101  F4   +600..+748 -2.7753e+00 -6.2866e+00   0.628  1.8259e+00   0.744
co09 101  F8   +600..+748  5.0041e-01 -3.3389e+00   0.628  2.8875e+00   0.728
co09 101  FC5  +600..+748 -5.9335e+00 -8.4720e+00   0.644 -4.9786e+00   0.664
co09 101  FCZ  +600..+748 -7.6657e+00 -9.9937e+00   0.648 -3.0141e+00   0.744
co09 101  FC6  +600..+748 -3.7329e+00 -6.9707e+00   0.628  3.7763e-01   0.744
co09 101  C3   +600..+748 -5.2061e+00 -7.1157e+00   0.648 -2.0450e+00   0.740
co09 101  CZ   +600..+748 -4.5412e+00 -6.6646e+00   0.628  4.3692e-02   0.744
co09 101  C4   +600..+748 -2.7011e+00 -5.5363e+00   0.628  1.8195e+00   0.744
co09 101  CP5  +600..+748 -4.3918e+00 -6.2749e+00   0.716 -2.2693e+00   0.744
co09 101  CPZ  +600..+748 -5.7017e+00 -7.5706e+00   0.628 -2.0143e+00   0.744
co09 101  CP6  +600..+748 -1.1147e+00 -3.9326e+00   0.628  2.9942e+00   0.744
co09 101  P7   +600..+748 -1.0860e+00 -2.9088e+00   0.720  3.7012e-01   0.744
co09 101  P3   +600..+748 -4.3485e+00 -7.4688e+00   0.716 -1.7693e+00   0.604
co09 101  PZ   +600..+748 -1.6806e+00 -3.6404e+00   0.716  1.3363e+00   0.744
co09 101  P4   +600..+748 -8.1664e-01 -2.7303e+00   0.644  2.7883e+00   0.744
co09 101  P8   +600..+748  1.1231e-01 -2.6301e+00   0.628  2.3464e+00   0.744
co09 101  PO3  +600..+748 -2.6278e+00 -7.4620e+00   0.720  8.5886e-02   0.604
co09 101  POZ  +600..+748 -1.6704e+00 -5.8843e+00   0.720  1.6899e+00   0.604
co09 101  PO4  +600..+748  2.7095e+00  4.1787e-01   0.720  5.7409e+00   0.604
co09 101  OZ   +600..+748  8.4196e-01 -3.1887e+00   0.720  3.0376e+00   0.656
co09 102  F7   +600..+748 -8.5766e+00 -1.0139e+01   0.716 -6.4872e+00   0.612
co09 102  F3   +600..+748 -9.8542e+00 -1.1432e+01   0.716 -7.8052e+00   0.608
co09 102  FZ   +600..+748 -7.9694e+00 -9.5707e+00   0.716 -6.1207e+00   0.680
co09 102  F4   +600..+748 -5.8876e+00 -8.2737e+00   0.660 -3.9148e+00   0.680
co09 102  F8   +600..+748 -4.4066e+00 -6.7786e+00   0.664 -2.5249e+00   0.680
co09 102  FC5  +600..+748 -7.1616e+00 -8.4311e+00   0.728 -5.7468e+00   0.608
co09 102  FCZ  +600..+748 -7.9168e+00 -1.0789e+01   0.716 -6.4975e+00   0.680
co09 102  FC6  +600..+748 -7.2583e+00 -9.6201e+00   0.664 -5.2949e+00   0.680
co09 102  C3   +600..+748 -7.9094e+00 -9.9042e+00   0.716 -6.7611e+00   0.680
co09 102  CZ   +600..+748 -4.1443e+00 -6.7154e+00   0.716 -1.7381e+00   0.740
co09 102  C4   +600..+748 -8.4230e-01 -2.4933e+00   0.664  1.4491e+00   0.740
co09 102  CP5  +600..+748 -7.7112e+00 -1.0063e+01   0.716 -6.1837e+00   0.616
co09 102  CPZ  +600..+748 -7.3225e+00 -1.0333e+01   0.716 -5.2886e+00   0.740
co09 102  CP6  +600..+748 -3.6633e+00 -5.5857e+00   0.664 -1.6684e+00   0.740
co09 102  P7   +600..+748 -7.8274e+00 -1.0035e+01   0.716 -5.2175e+00   0.616
co09 102  P3   +600..+748 -6.8164e+00 -1.0610e+01   0.716 -3.5667e+00   0.616
co09 102  PZ   +600..+748 -5.2739e+00 -9.3554e+00   0.716 -2.4929e+00   0.616
co09 102  P4   +600..+748 -6.4595e+00 -7.9537e+00   0.664 -4.0873e+00   0.740
co09 102  P8   +600..+748 -4.1695e+00 -5.5764e+00   0.716 -2.4418e+00   0.680
co09 102  PO3  +600..+748 -6.5845e+00 -1.2539e+01   0.716 -4.8460e-01   0.616
co09 102  POZ  +600..+748 -5.2488e+00 -1.0570e+01   0.716  1.0874e-01   0.616
co09 102  PO4  +600..+748 -3.6408e+00 -6.7517e+00   0.720 -8.7825e-01   0.616
co09 102  OZ   +600..+748 -1.0700e-02 -4.0358e+00   0.716  4.2190e+00   0.616
co09 103  F7   +600..+748 -3.7688e+00 -5.5360e+00   0.696 -1.5345e+00   0.740
co09 103  F3   +600..+748 -3.9710e+00 -5.7483e+00   0.696 -1.2384e+00   0.744
co09 103  FZ   +600..+748 -2.5645e+00 -4.9173e+00   0.700  8.1550e-02   0.744
co09 103  F4   +600..+748 -4.9503e-01 -3.0128e+00   0.700  3.3570e+00   0.744
co09 103  F8   +600..+748 -2.7080e-01 -2.7134e+00   0.620  3.3543e+00   0.740
co09 103  FC5  +600..+748 -1.6000e+00 -3.0313e+00   0.700 -1.1060e-01   0.736
co09 103  FCZ  +600..+748 -2.0762e+00 -5.0942e+00   0.696  2.7832e-02   0.744
co09 103  FC6  +600..+748 -1.4857e+00 -4.3469e+00   0.696  1.4347e+00   0.736
co09 103  C3   +600..+748 -1.4785e+00 -3.9151e+00   0.700  3.7261e-01   0.744
co09 103  CZ   +600..+748  7.2447e-01 -2.3220e+00   0.696  2.8318e+00   0.604
co09 103  C4   +600..+748  1.6935e+00 -1.4957e+00   0.696  4.6076e+00   0.732
co09 103  CP5  +600..+748 -5.2004e+00 -7.3091e+00   0.696 -3.4189e+00   0.632
co09 103  CPZ  +600..+748 -9.7629e-01 -4.2203e+00   0.696  6.1556e-01   0.628
co09 103  CP6  +600..+748  7.6732e-01 -1.5518e+00   0.700  3.6734e+00   0.716
co09 103  P7   +600..+748 -2.2736e-01 -1.7712e+00   0.720  1.9481e+00   0.604
co09 103  P3   +600..+748 -1.2383e+00 -3.5286e+00   0.704  2.0385e+00   0.628
co09 103  PZ   +600..+748 -2.8860e+00 -5.9656e+00   0.696 -6.1713e-01   0.628
co09 103  P4   +600..+748  5.0022e-02 -2.4355e+00   0.688  3.4891e+00   0.716
co09 103  P8   +600..+748  9.2432e-01 -1.3675e+00   0.688  3.9809e+00   0.716
co09 103  PO3  +600..+748 -1.4744e+00 -4.1284e+00   0.704  3.2983e+00   0.632
co09 103  POZ  +600..+748 -7.9459e-01 -3.5480e+00   0.744  2.8535e+00   0.632
co09 103  PO4  +600..+748  3.0110e+00  6.9767e-01   0.700  5.3349e+00   0.716
co09 103  OZ   +600..+748  3.8135e-02 -2.1412e+00   0.744  2.7306e+00   0.628
co09 104  F7   +600..+748 -4.7327e+00 -6.3334e+00   0.664 -3.1506e+00   0.736
co09 104  F3   +600..+748 -6.1010e+00 -8.5781e+00   0.608 -4.2299e+00   0.692
co09 104  FZ   +600..+748 -4.9583e+00 -7.7144e+00   0.612 -2.7464e+00   0.692
co09 104  F4   +600..+748 -3.9610e+00 -6.6417e+00   0.612 -1.9925e+00   0.708
co09 104  F8   +600..+748 -3.3034e+00 -5.3608e+00   0.612 -1.0514e+00   0.736
co09 104  FC5  +600..+748 -2.2828e+00 -4.4579e+00   0.608 -1.6038e-01   0.740
co09 104  FCZ  +600..+748 -6.3078e+00 -8.9256e+00   0.612 -3.5880e+00   0.708
co09 104  FC6  +600..+748 -6.1988e+00 -8.5873e+00   0.612 -4.0722e+00   0.736
co09 104  C3   +600..+748 -2.3857e+00 -4.5695e+00   0.608 -1.4392e-01   0.740
co09 104  CZ   +600..+748 -3.4043e+00 -6.2090e+00   0.612 -1.8304e-01   0.708
co09 104  C4   +600..+748 -4.6046e+00 -6.9576e+00   0.612 -1.1611e+00   0.708
co09 104  CP5  +600..+748 -4.5843e+00 -6.0404e+00   0.684 -2.5058e+00   0.736
co09 104  CPZ  +600..+748 -4.9420e+00 -7.4373e+00   0.640 -1.4738e+00   0.708
co09 104  CP6  +600..+748 -3.4586e+00 -6.3962e+00   0.612  4.6427e-01   0.724
co09 104  P7   +600..+748 -1.2750e+00 -2.7188e+00   0.704  6.3700e-01   0.736
co09 104  P3   +600..+748 -4.1249e+00 -5.9512e+00   0.640 -2.4225e+00   0.736
co09 104  PZ   +600..+748 -2.0827e+00 -4.3789e+00   0.640  2.1090e-01   0.692
co09 104  P4   +600..+748 -3.8490e+00 -6.7543e+00   0.612  4.1903e-01   0.708
co09 104  P8   +600..+748 -3.0445e+00 -5.5170e+00   0.664  9.7819e-02   0.736
co09 104  PO3  +600..+748 -2.4787e+00 -5.7251e+00   0.704  8.5217e-01   0.668
co09 104  POZ  +600..+748 -1.1906e+00 -3.7393e+00   0.732  1.3868e+00   0.668
co09 104  PO4  +600..+748 -3.3217e-01 -2.4552e+00   0.640  2.3697e+00   0.724
co09 104  OZ   +600..+748  5.5708e-02 -1.8788e+00   0.608  2.1653e+00   0.688
co10 101  F7   +600..+748  6.8135e-01 -1.0900e+00   0.720  2.1532e+00   0.624
co10 101  F3   +600..+748 -1.9381e+00 -4.0540e+00   0.716 -2.8557e-01   0.620
co10 101  FZ   +600..+748 -1.0933e-01 -2.5575e+00   0.716  1.9077e+00   0.636
co10 101  F4   +600..+748 -7.9106e-02 -2.6227e+00   0.720  2.1000e+00   0.632
co10 101  F8   +600..+748 -2.2308e+00 -4.4077e+00   0.716 -5.1463e-01   0.644
co10 101  FC5  +600..+748 -1.1531e-01 -1.3889e+00   0.728  7.9355e-01   0.624
co10 101  FCZ  +600..+748 -2.7400e+00 -5.3705e+00   0.716 -7.1519e-01   0.636
co10 101  FC6  +600..+748  4.5854e-01 -1.2793e+00   0.716  2.0252e+00   0.644
co10 101  C3   +600..+748 -4.7107e-01 -2.3015e+00   0.712  8.2313e-01   0.604
co10 101  CZ   +600..+748 -2.3653e+00 -4.8887e+00   0.716 -3.9893e-01   0.620
co10 101  C4   +600..+748  1.6972e+00 -3.7782e-01   0.716  3.2025e+00   0.612
co10 101  CP5  +600..+748 -1.6779e+00 -3.0414e+00   0.724 -9.3234e-01   0.688
co10 101  CPZ  +600..+748  4.6719e-01 -1.9846e+00   0.728  2.4234e+00   0.620
co10 101  CP6  +600..+748  1.7376e+00  5.3669e-02   0.708  3.2192e+00   0.604
co10 101  P7   +600..+748  1.3979e+00  2.5374e-01   0.640  2.8001e+00   0.604
co10 101  P3   +600..+748  9.1488e-01 -8.8885e-01   0.712  2.0540e+00   0.620
co10 101  PZ   +600..+748  1.0131e+00 -1.3865e+00   0.716  3.7490e+00   0.604
co10 101  P4   +600..+748  9.5981e-01 -1.2366e+00   0.708  3.7212e+00   0.608
co10 101  P8   +600..+748  2.0587e+00  7.1462e-01   0.712  3.9413e+00   0.616
co10 101  PO3  +600..+748  1.3401e+00 -8.2799e-01   0.728  4.2279e+00   0.604
co10 101  POZ  +600..+748  1.3118e+00 -9.5279e-01   0.728  3.0138e+00   0.676
co10 101  PO4  +600..+748  2.4361e+00  1.7052e-01   0.708  3.6528e+00   0.680
co10 101  OZ   +600..+748  1.6803e+00 -2.6367e-01   0.708  3.6171e+00   0.676
co10 102  F7   +600..+748 -9.9794e-01 -2.4764e+00   0.724  4.8270e-01   0.664
co10 102  F3   +600..+748 -3.4518e+00 -4.8186e+00   0.720 -1.9126e+00   0.668
co10 102  FZ   +600..+748 -8.9574e-01 -2.0799e+00   0.720  4.8076e-01   0.652
co10 102  F4   +600..+748 -4.8206e-01 -1.2345e+00   0.684  5.2086e-01   0.632
co10 102  F8   +600..+748 -1.4322e+00 -2.9638e+00   0.696 -3.2753e-01   0.664
co10 102  FC5  +600..+748 -1.9634e-01 -2.0368e+00   0.720  1.4557e+00   0.664
co10 102  FCZ  +600..+748 -3.6848e+00 -5.5806e+00   0.724 -1.8286e+00   0.652
